user_id,fmps_1,fmps_2,fmps_3,fmps_4,fmps_5,fmps_6,fmps_7,fmps_8,fmps_9,fmps_10,fmps_11,fmps_12,fmps_13,fmps_14,fmps_15,fmps_16,fmps_17,fmps_18,fmps_19,fmps_20,fmps_21,fmps_22,fmps_23,fmps_24,fmps_25,fmps_26,fmps_27,fmps_28,fmps_29,fmps_30,fmps_31,fmps_32,fmps_33,fmps_34,fmps_35
3661375646,4,5,3,4,2,4,5,5,4,4,3,4,3,2,2,4,4,4,2,3,2,4,4,4,2,4,5,3,5,4,5,2,2,4,2
3401961300,4,4,2,2,2,3,1,5,4,2,2,1,1,3,1,2,4,3,1,4,3,4,2,1,1,4,4,1,4,2,4,2,4,3,4
3283564346,3,3,4,3,3,4,2,2,4,4,3,2,5,4,1,3,5,4,1,3,3,3,4,5,2,1,3,3,2,3,2,3,5,4,2
3483232737,5,5,4,5,3,4,2,5,5,4,2,4,5,4,2,4,2,4,4,4,3,2,4,4,2,4,2,2,4,2,4,2,4,4,2
3772765464,3,5,2,3,1,3,5,5,3,3,2,4,2,3,3,4,3,2,4,4,3,3,3,4,2,2,5,3,5,4,5,4,4,3,2
3456115892,3,5,3,4,3,4,5,4,5,4,3,2,1,4,1,4,4,4,4,1,4,3,3,5,1,3,4,4,4,2,5,2,3,4,1
3428976733,4,4,3,2,3,3,2,4,4,4,2,3,4,4,2,4,4,4,2,2,4,4,4,4,3,3,4,4,3,3,2,4,4,4,4
3394466675,4,2,2,4,3,4,2,4,3,4,2,3,3,4,2,2,2,4,3,2,4,3,4,3,3,2,4,4,2,3,2,4,4,4,2
3311032316,3,2,2,3,4,4,2,2,4,4,3,2,3,4,2,2,4,4,2,3,4,3,4,2,3,3,2,4,3,2,2,2,4,4,3
3478294460,4,4,4,4,3,4,3,4,4,4,4,5,3,2,4,4,2,4,4,4,5,2,4,4,4,5,3,3,4,5,4,3,2,4,2
3395963552,5,4,5,5,4,4,4,4,5,4,3,4,2,4,3,3,5,5,4,4,3,4,4,4,3,4,4,2,4,3,4,4,5,5,4
3333672280,2,4,4,5,4,5,1,4,5,5,1,3,3,5,4,1,4,5,3,4,5,4,5,4,4,2,2,4,4,3,1,4,4,4,4
3664548042,2,5,3,4,3,4,4,5,3,4,2,3,3,2,1,4,4,4,3,2,3,2,2,4,2,1,5,3,4,3,5,2,4,3,1
3282753348,3,5,2,3,2,3,2,4,1,3,1,1,3,3,1,3,3,4,3,2,1,3,3,1,1,1,4,1,2,3,3,3,4,3,3
3420200692,5,3,5,2,5,4,2,4,2,5,3,3,2,4,3,4,5,5,3,3,5,5,3,4,4,4,4,5,3,3,2,5,4,4,3
3397350077,1,3,1,1,2,2,2,4,2,2,1,2,3,1,1,4,2,3,3,1,1,1,1,4,1,1,2,2,4,3,3,2,3,1,1
3483195353,4,4,4,4,3,5,4,5,5,5,3,4,5,5,4,3,5,5,4,4,4,4,4,5,3,3,5,4,4,4,4,4,4,4,4
3336930797,2,5,2,4,1,5,4,5,5,5,2,3,4,4,1,4,5,5,3,2,4,2,4,4,4,1,4,4,4,4,5,2,3,4,2
3317545421,4,3,3,2,1,4,3,4,1,3,3,4,1,1,2,4,2,3,3,4,3,1,1,4,1,3,3,1,2,2,3,1,1,2,2
3467559184,4,3,4,4,3,3,2,4,3,4,3,5,2,3,2,3,4,4,5,3,3,2,4,4,2,2,2,4,3,4,2,3,4,3,2
3342177251,5,5,4,3,2,4,2,5,3,4,4,2,3,4,2,4,4,4,3,4,4,4,4,5,3,3,5,4,5,4,4,2,3,4,4
3334971564,2,4,3,2,1,3,4,4,2,4,1,2,4,3,1,3,4,3,2,1,3,2,3,3,2,2,4,4,3,3,4,3,4,4,3
3311919255,3,4,4,3,2,4,5,5,4,4,2,3,2,3,2,4,3,4,3,3,2,2,2,4,2,2,5,2,5,3,5,2,4,3,2
3489927284,4,4,2,4,2,5,4,4,4,4,3,5,3,4,2,5,2,4,5,4,4,2,4,4,4,4,4,3,5,5,4,3,4,4,2
3458983574,3,5,2,3,3,3,4,5,2,2,3,4,1,1,3,4,4,2,3,3,2,1,2,5,2,3,5,2,3,4,4,2,4,2,2
3337487200,1,5,1,1,1,4,4,5,3,3,1,3,1,1,1,5,4,1,1,1,1,1,1,4,1,1,5,1,5,5,5,1,1,1,1
3892305104,4,4,4,2,4,4,5,5,2,5,3,4,4,4,2,3,4,4,3,2,4,3,4,5,3,2,5,4,4,4,4,4,4,4,3
3341420106,3,4,3,2,3,3,4,5,4,3,2,4,4,3,2,3,4,4,4,2,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3
3497763400,2,4,1,2,3,3,2,2,2,4,1,2,2,2,1,2,4,4,1,1,1,1,1,2,1,1,4,2,3,2,2,4,4,2,1
33783670400,2,3,2,2,2,3,4,4,2,4,1,1,2,3,1,3,4,3,1,1,3,4,3,3,2,2,4,2,3,1,4,2,4,2,3
3925461159,5,5,5,5,4,5,4,5,5,5,4,4,5,5,5,3,5,5,5,4,5,5,5,4,4,3,5,5,5,5,5,4,5,5,5
3401662999,1,4,2,3,1,3,4,5,4,4,1,3,4,4,2,4,4,4,3,1,4,3,4,4,2,1,4,3,4,3,4,4,5,3,1
3403943604,4,5,2,2,1,5,5,5,2,4,1,4,2,2,5,5,4,3,4,2,3,2,4,4,2,2,5,2,5,3,5,1,3,3,2
3806950650,2,3,2,2,2,3,4,4,2,3,2,3,3,3,2,4,3,4,3,1,2,2,2,4,2,2,3,2,3,3,4,2,3,3,2
3883746006,5,5,5,4,5,5,5,5,3,4,5,3,1,4,4,4,5,5,4,4,3,5,4,4,4,4,5,5,5,3,5,2,5,3,5
3473918493,3,4,3,2,2,4,3,4,4,4,3,5,3,4,2,5,2,4,4,2,3,2,3,5,2,2,4,3,4,5,4,2,5,3,2
3485956383,3,4,3,2,1,2,3,4,1,3,2,2,2,2,1,3,4,4,2,2,2,2,2,4,2,2,4,2,4,2,3,2,4,2,2
3401270582,3,4,3,2,2,3,4,4,3,2,1,3,1,1,2,3,2,4,3,2,2,1,1,3,2,2,4,2,3,3,4,2,2,3,2
3478840406,4,4,4,4,3,4,3,4,4,5,4,3,3,3,3,3,2,4,3,4,3,2,4,3,3,3,4,3,4,4,3,2,3,4,3
3920224683,2,4,2,4,1,4,2,4,4,5,1,3,4,4,1,4,3,4,3,1,4,2,4,4,4,1,2,2,4,4,4,3,2,4,3
3318067046,1,4,1,1,3,1,3,4,3,3,1,1,2,2,1,4,2,3,1,1,3,1,2,4,2,2,4,2,3,2,4,2,3,3,1
3387517461,2,5,2,3,1,5,3,5,2,3,1,5,3,3,1,5,1,5,5,5,2,1,2,5,3,1,4,2,5,5,5,1,3,1,1
3667272818,1,3,1,2,3,2,4,4,5,4,1,4,1,3,1,4,4,3,4,1,3,2,3,4,1,2,4,3,3,4,4,2,5,1,1
3339796982,2,5,4,1,4,5,2,5,3,5,2,1,2,4,3,4,4,5,3,2,2,4,5,3,2,5,2,4,2,3,5,3,4,2,3
3774219750,4,5,3,3,1,3,5,4,3,4,3,3,3,3,2,4,2,4,3,2,3,2,3,4,3,2,5,2,5,4,5,2,2,4,2
3402664341,2,5,4,2,1,4,4,5,4,5,1,2,3,4,1,5,5,4,3,1,4,2,4,5,2,1,5,4,4,4,4,4,5,4,1
3343693017,4,5,3,2,1,5,5,5,4,5,2,2,2,3,1,4,4,5,3,1,2,2,3,5,2,1,5,3,5,3,5,3,4,3,2
3427812776,5,5,5,2,2,4,4,4,3,4,2,2,3,4,2,5,4,4,3,2,2,2,2,4,2,2,4,4,4,3,4,2,4,2,5
3311514507,4,4,4,2,4,2,1,4,2,5,3,2,4,4,4,2,5,4,3,2,4,5,4,4,2,2,2,5,4,4,4,2,4,4,4
3663707404,3,4,2,4,2,3,4,4,3,4,2,3,3,3,2,4,4,2,2,1,3,2,3,3,2,2,4,4,3,2,3,2,4,2,2
3347117521,4,4,4,3,2,4,4,4,3,4,2,3,2,2,2,4,4,4,4,4,2,2,4,4,2,2,4,4,4,4,4,2,2,2,2
3314994466,4,4,3,4,4,4,2,5,4,4,3,4,2,2,2,3,2,4,4,3,3,2,4,4,4,1,2,2,3,3,4,4,3,3,2
3334542104,3,4,1,2,2,2,4,3,3,4,1,2,4,4,1,3,4,4,2,1,2,1,4,4,2,1,3,4,4,2,3,4,2,3,1
3452198846,3,4,2,2,2,3,3,4,3,3,2,2,1,2,1,4,4,3,2,2,2,2,2,2,2,2,4,1,3,2,3,2,3,2,2
3384230549,3,4,2,2,2,3,2,4,2,4,2,2,1,2,2,3,4,2,2,2,3,3,2,4,2,1,3,3,3,2,3,3,4,3,3
3935500366,4,4,2,3,2,4,3,4,2,3,2,3,3,2,3,4,2,4,3,2,2,1,3,4,1,2,4,2,3,4,4,2,3,1,1
3664904129,5,5,4,4,2,4,3,5,4,4,4,4,4,3,2,5,4,3,4,4,4,2,5,5,4,5,4,5,4,5,4,3,3,4,3
3333087407,3,4,3,2,3,3,3,4,4,4,2,1,1,1,1,4,2,2,3,2,2,2,2,3,2,2,4,2,4,3,4,2,3,2,2
3388833022,3,3,4,3,4,4,4,4,4,4,2,2,4,4,2,4,3,3,3,3,3,3,3,4,2,3,3,3,3,3,4,4,3,3,4
3486981778,2,4,4,3,3,3,5,5,3,4,3,2,3,3,2,4,4,4,3,3,2,2,2,4,1,2,5,4,4,4,4,3,4,2,2
3313224759,4,3,2,4,4,4,1,2,4,5,2,2,4,4,4,4,5,5,2,4,5,4,5,2,4,4,1,4,1,5,1,2,5,4,4
