user_id,fmps_1,fmps_2,fmps_3,fmps_4,fmps_5,fmps_6,fmps_7,fmps_8,fmps_9,fmps_10,fmps_11,fmps_12,fmps_13,fmps_14,fmps_15,fmps_16,fmps_17,fmps_18,fmps_19,fmps_20,fmps_21,fmps_22,fmps_23,fmps_24,fmps_25,fmps_26,fmps_27,fmps_28,fmps_29,fmps_30,fmps_31,fmps_32,fmps_33,fmps_34,fmps_35
3663738920,3,4,4,5,2,5,2,2,5,5,3,5,4,4,2,5,5,5,5,2,4,4,5,4,3,2,4,3,4,3,2,2,5,4,2
3888185906,4,4,3,2,1,4,4,4,2,3,2,4,3,4,2,3,4,4,4,2,3,1,2,4,2,2,4,3,4,4,4,5,4,2,2
3395927320,2,5,2,2,1,3,2,5,1,1,2,2,2,2,1,3,2,3,2,3,3,2,2,4,2,2,4,3,3,3,2,2,4,4,2
3491070201,3,5,2,3,1,2,4,4,2,3,2,1,2,2,1,4,2,3,3,2,2,2,1,3,1,3,5,2,4,3,4,2,2,2,2
3334297641,3,5,2,2,2,2,5,5,3,4,2,2,2,2,2,5,2,3,3,2,2,2,2,4,2,1,5,2,4,3,5,2,4,2,2
3925598264,2,5,3,3,2,4,4,4,4,4,2,3,4,4,4,4,4,4,3,2,4,2,4,4,3,2,4,3,4,3,4,1,2,4,2
3331478533,3,4,1,2,4,5,2,4,5,5,2,4,5,4,1,3,4,5,4,4,4,3,5,4,4,2,4,5,4,4,2,5,5,4,2
3888281971,3,3,3,2,2,4,3,3,4,4,3,3,2,3,2,3,3,4,3,2,3,2,4,3,3,2,4,4,3,3,3,3,3,4,2
3421895411,4,5,2,5,2,2,4,5,3,2,1,5,1,1,2,4,2,3,5,1,1,1,1,5,1,1,5,2,4,2,4,2,3,1,1
3467014707,2,5,2,5,2,5,2,5,5,5,2,3,5,5,2,4,4,5,3,2,4,2,5,4,5,3,2,4,3,4,5,2,5,5,2
3277379787,3,4,3,3,3,3,4,4,4,4,2,3,3,3,4,4,2,3,3,3,3,2,3,4,3,3,4,1,4,3,4,2,4,4,2
3920884364,4,3,3,4,2,4,3,4,2,4,2,2,2,4,2,4,3,4,2,3,2,2,2,4,2,2,3,2,3,3,2,2,4,2,2
3662258943,4,5,4,4,3,5,5,5,5,4,2,4,3,2,2,4,4,3,4,3,4,2,4,5,2,2,5,2,4,4,5,4,2,4,2
3311506647,3,4,4,2,2,3,3,4,3,4,2,2,4,3,2,4,4,4,3,3,2,2,2,4,2,2,4,3,4,2,4,4,4,2,2
3928102467,3,4,3,2,2,3,4,4,2,3,2,2,2,2,2,3,2,4,2,2,2,3,2,3,2,2,4,2,4,3,4,2,3,4,2
3348921243,3,5,3,3,3,3,3,4,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,4,2,3,3,3,2,3,2,2
3423315515,4,3,3,4,3,5,2,4,4,5,2,5,2,2,3,3,2,3,5,3,3,2,2,4,2,2,2,1,2,4,2,3,4,2,1
3475648095,4,4,4,2,2,4,4,4,4,4,3,4,3,4,4,3,3,4,4,3,4,4,4,4,2,4,4,2,4,3,4,4,4,4,4
3318207859,3,5,3,2,1,2,4,4,3,3,2,2,2,1,1,3,4,3,2,2,2,2,2,4,2,2,4,4,4,3,4,3,3,2,2
3394341908,4,3,3,1,3,4,3,4,1,3,3,3,3,3,4,4,3,3,3,5,1,3,1,3,1,5,3,3,3,3,3,2,3,1,3
3490815665,4,4,2,2,2,4,3,4,3,4,2,3,3,4,2,3,2,4,3,2,2,2,2,4,2,2,4,2,4,3,4,2,3,2,2
3271273161,2,5,4,4,2,5,5,5,2,4,2,3,3,4,1,4,2,4,3,1,2,1,1,4,2,1,5,2,5,4,5,2,4,2,2
3493727344,3,4,2,2,2,3,4,5,2,4,2,3,3,2,2,4,3,4,4,2,2,2,2,4,2,2,4,3,4,3,5,2,3,2,2
3492432569,4,3,4,2,2,3,2,2,4,4,3,3,3,4,3,3,4,4,3,3,4,3,3,4,3,4,3,4,2,3,2,4,4,4,5
3311815277,5,4,5,4,5,5,3,5,4,5,5,4,5,5,5,3,5,5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,5
3662895706,4,4,4,3,4,2,2,4,4,5,4,2,4,4,4,2,4,3,2,3,2,4,4,3,2,4,4,4,2,2,2,4,4,4,4
3669722811,3,5,3,2,4,3,4,5,3,5,2,2,3,3,2,4,4,5,2,1,3,2,5,4,3,2,5,2,3,5,5,3,4,2,1
3806823362,4,5,5,2,3,4,4,5,4,4,4,4,2,3,4,4,2,4,4,4,3,2,4,4,2,4,4,2,4,3,4,2,2,3,3
3703258744,3,5,4,4,3,3,5,5,4,3,2,4,2,2,2,4,4,2,3,2,2,2,3,4,2,3,5,4,5,3,5,4,4,2,3
3385930632,3,4,2,4,3,3,4,4,4,4,2,2,2,2,2,1,2,3,2,2,4,2,4,4,2,2,4,4,3,2,2,4,4,3,3
3467474349,2,4,3,2,2,2,4,4,4,5,2,2,3,2,2,4,2,4,3,2,2,3,2,4,2,3,4,4,3,4,4,1,1,2,2
3668615349,4,4,3,1,2,2,4,4,1,1,1,1,2,1,1,4,3,3,3,2,1,1,1,4,1,1,4,1,4,2,4,1,1,1,1
3493200977,2,4,1,1,1,3,3,4,2,2,1,2,2,2,1,4,2,3,3,1,2,1,2,4,1,1,4,2,3,3,3,2,3,2,1
3779569933,3,5,1,2,1,3,4,5,2,2,1,1,1,1,1,4,4,1,1,1,1,3,1,3,1,3,5,2,4,2,5,2,4,1,2
3887744678,4,4,3,2,1,3,4,4,3,4,3,2,3,2,3,3,2,4,4,2,2,2,4,2,2,4,4,5,4,2,4,3,4,2,5
3383928947,2,5,1,1,3,4,3,5,3,4,2,2,1,3,1,5,2,4,2,2,3,2,2,3,2,3,4,2,4,2,4,2,2,4,1
3472369691,4,2,4,2,3,4,1,2,5,5,3,3,4,4,3,2,4,4,2,2,4,4,4,2,4,3,2,5,3,4,2,5,4,3,3
3663995281,4,4,3,3,2,4,2,4,4,4,4,3,4,4,4,4,4,4,3,4,5,4,4,4,4,4,3,3,3,4,4,3,3,4,3
3313450012,3,4,2,1,2,2,4,4,1,4,2,2,3,2,1,4,3,3,2,1,1,2,3,2,2,3,4,4,4,3,4,2,3,3,2
3349104292,4,4,4,2,3,3,3,4,1,4,3,3,1,2,1,4,1,2,2,3,1,2,2,3,1,2,4,2,3,2,4,1,1,2,2
3895555996,4,3,2,4,2,3,2,4,1,4,2,5,2,2,2,4,4,3,3,2,2,2,2,4,2,4,3,4,2,2,3,2,3,4,2
3883816051,4,5,2,3,3,4,4,4,4,4,2,3,4,3,2,4,3,4,4,3,2,2,3,2,2,4,4,4,4,4,4,3,4,2,2
3477588121,2,2,3,1,4,2,3,2,1,1,3,1,1,1,2,1,1,2,1,2,1,2,2,4,1,4,3,1,4,1,3,2,4,1,2
3421018235,3,4,2,5,3,5,4,4,4,4,2,2,4,4,2,4,3,4,2,2,3,1,4,4,4,2,4,3,4,4,4,3,5,4,2
3280004109,3,4,1,2,2,4,4,5,2,4,2,2,2,2,1,3,2,4,2,2,1,1,1,4,1,3,5,2,5,3,4,2,2,1,1
3289189898,3,5,3,2,3,3,4,4,3,4,2,3,2,2,2,3,4,4,3,3,2,2,2,4,1,2,4,3,4,2,4,4,4,2,2
3428948629,3,4,2,1,1,2,1,4,1,3,1,2,4,2,1,3,5,4,3,1,1,1,1,4,1,4,4,2,2,3,2,2,5,2,1
3458886355,3,3,2,2,1,3,4,4,4,4,4,3,4,3,2,4,3,4,3,3,2,2,3,3,2,1,5,4,4,3,2,4,4,2,2
3881466599,3,4,3,4,2,5,3,4,5,5,2,4,4,4,2,4,3,5,3,2,4,1,5,5,4,2,4,3,4,2,3,4,5,5,1
3463723465,4,5,4,4,3,4,3,5,4,5,2,3,4,4,2,4,4,5,4,3,4,3,4,4,3,3,4,4,4,4,3,5,4,4,3
3342410340,3,4,4,3,2,4,3,4,3,4,1,2,3,4,2,4,4,4,2,1,2,1,2,4,2,2,4,3,4,2,4,2,2,3,1
3808941373,3,4,2,2,1,3,3,4,2,3,2,2,2,2,2,4,3,3,2,2,3,2,2,4,2,2,4,2,3,2,3,2,4,3,2
3314389060,2,3,1,1,2,1,4,4,2,2,1,1,1,1,1,4,1,2,2,1,1,3,1,4,2,2,4,1,2,1,4,2,4,1,1
3494236417,3,4,3,2,4,2,1,5,2,4,2,3,3,4,2,3,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,2,3,4,3
3336861167,4,5,3,3,2,5,4,5,3,4,3,4,4,4,1,3,2,4,4,3,2,2,2,4,2,4,4,4,4,4,4,2,2,2,2
3339582765,3,4,2,2,3,3,3,4,2,4,1,3,2,3,1,4,2,5,2,1,4,1,1,4,3,1,4,2,4,4,4,1,1,3,1
3391467959,4,5,4,5,3,3,3,4,3,4,5,2,2,4,2,4,4,4,4,4,3,3,4,3,4,3,5,4,4,4,4,3,4,3,3
3891217212,3,4,4,1,2,2,4,4,2,3,1,1,1,1,1,2,3,2,1,2,1,3,2,2,1,2,5,2,4,2,4,2,3,2,2
3505065648,2,4,3,1,2,2,2,5,2,4,2,3,2,2,2,4,4,4,3,2,2,1,2,4,2,1,3,3,2,2,4,3,4,1,1
3921884140,3,4,4,2,2,2,2,4,2,3,2,2,2,2,2,4,3,3,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,2
3483400286,2,1,2,3,2,2,5,5,2,4,2,2,2,2,1,3,4,4,2,2,2,4,4,4,2,2,5,2,4,3,5,2,4,2,4
3313233935,3,4,2,2,1,3,5,4,3,3,2,3,1,1,1,4,3,3,3,3,1,1,1,1,1,1,4,2,3,3,4,1,3,1,1
3664300311,1,4,2,3,1,2,3,4,1,4,1,1,2,1,1,4,2,3,2,1,2,1,3,3,2,2,4,2,4,2,3,2,4,3,3
3347443867,3,5,1,3,1,4,4,5,4,4,1,3,2,4,1,4,4,4,2,1,3,2,3,4,1,2,4,5,4,1,5,2,5,2,2
3247822380,5,4,4,4,4,3,3,4,5,5,5,5,4,4,4,4,5,5,5,5,4,5,4,4,5,5,4,4,3,4,4,2,4,4,4
3319425650,2,4,1,3,2,4,4,4,4,4,2,4,4,5,2,4,5,5,5,1,3,1,4,5,3,1,4,4,4,5,4,3,3,4,1
3465959424,3,4,1,1,1,1,3,4,3,4,1,2,1,2,1,4,2,3,2,2,1,1,1,4,1,1,4,1,3,3,4,1,1,1,1
3459372766,3,4,3,4,1,4,4,5,4,4,3,4,4,4,2,4,4,5,4,2,3,2,4,4,2,2,5,3,4,4,5,3,2,3,2
3334364444,4,4,4,3,3,3,3,3,3,4,3,2,4,4,3,4,4,4,3,3,3,3,3,3,2,3,3,4,2,2,3,4,4,3,2
3423734900,2,5,2,5,4,4,2,4,4,4,1,4,4,5,2,3,4,4,4,2,3,2,4,4,2,1,2,5,4,4,3,5,5,2,1
3386008212,2,3,2,2,3,3,2,4,2,4,2,2,4,4,2,2,4,4,3,2,3,3,4,3,2,2,2,4,4,3,3,4,4,2,2
3487202110,4,4,3,2,1,2,4,4,4,4,2,3,2,2,2,3,3,4,2,2,3,2,4,4,2,3,4,3,5,3,4,2,4,3,3
3891205133,5,5,4,2,4,4,5,5,4,5,4,5,5,5,4,5,3,5,5,4,3,2,4,5,3,2,5,2,5,3,5,4,5,3,2
3921625402,3,4,4,4,2,4,2,4,4,4,2,5,2,2,1,3,5,4,4,2,2,3,4,4,2,1,4,4,2,3,3,4,4,3,2
3450660188,2,5,2,2,2,2,3,4,2,4,1,2,1,2,1,4,4,4,2,1,2,1,2,2,2,2,4,2,4,2,4,2,3,2,2
3405320767,2,3,4,2,2,2,4,3,2,3,2,2,3,2,1,3,3,4,2,1,2,2,2,4,2,2,3,3,2,3,1,3,3,2,2
34601046526,3,4,4,2,1,4,3,4,4,4,2,2,4,4,2,4,4,4,4,3,3,1,4,3,2,3,4,4,4,4,3,2,4,3,2
3285486203,2,4,3,4,3,3,4,4,3,4,1,2,2,1,2,4,3,4,3,3,2,3,2,3,2,1,4,3,4,2,4,2,3,3,2
3382353432,3,5,3,1,3,4,5,5,1,3,4,3,3,4,3,4,4,4,3,3,2,3,2,4,3,3,5,3,5,3,5,3,3,3,3
3398621330,3,4,1,4,4,5,2,4,3,4,1,3,3,4,1,4,3,5,4,3,4,2,4,4,3,1,4,2,2,3,3,3,4,3,1
3347076857,4,5,4,3,2,2,4,5,2,2,3,3,2,3,3,4,3,3,4,3,1,2,2,3,2,4,4,4,5,4,4,3,4,3,3
3493865607,2,2,3,2,1,3,1,2,2,2,1,1,3,2,1,4,4,4,2,2,2,2,1,3,2,2,2,2,1,2,2,4,4,4,2
3420547059,5,5,5,4,5,5,4,4,5,5,5,5,3,5,4,1,5,5,2,5,5,5,5,4,5,5,4,5,4,4,4,5,5,4,5
3339880271,3,5,2,4,1,3,5,5,5,4,1,3,3,2,1,4,1,4,3,2,1,1,3,4,1,1,5,1,5,3,5,2,5,3,1
3337222747,1,3,2,2,2,4,2,3,5,5,2,3,5,5,2,1,4,5,3,1,5,2,5,4,3,2,3,5,3,3,3,4,5,4,2
3896211241,2,4,4,1,1,1,1,4,1,1,1,2,1,1,1,4,1,3,1,1,1,1,2,4,1,1,5,1,3,2,2,1,4,1,1
3667000898,3,4,4,3,2,2,4,4,2,4,2,2,2,3,2,3,4,3,2,3,3,2,4,4,2,3,4,3,4,3,4,4,4,3,1
3391627654,3,4,1,1,2,3,3,4,2,4,1,1,2,3,2,4,4,3,2,1,3,4,3,2,3,4,4,2,3,2,3,2,3,3,2
3406882472,2,3,3,2,1,3,2,4,1,4,1,4,2,2,1,5,2,4,4,1,1,1,2,4,1,1,3,1,2,4,3,2,3,1,1
3338029881,3,5,4,3,3,4,5,5,3,4,3,2,4,4,3,4,4,4,4,4,4,4,3,3,2,3,4,4,5,4,4,4,4,4,3
3931636103,2,3,2,2,2,2,3,4,2,2,2,2,2,2,2,4,3,4,3,2,2,2,2,4,2,3,4,2,2,3,3,2,4,2,2
3426549445,4,5,5,1,5,5,3,4,4,5,4,5,5,5,4,4,4,4,5,4,4,4,3,4,4,2,4,4,4,4,4,3,4,5,2
3463775011,2,4,2,3,1,3,5,5,2,2,1,2,2,2,2,4,2,2,3,3,2,2,2,2,2,2,4,5,4,2,5,2,2,2,2
3807607123,4,4,4,3,2,3,3,4,4,4,4,3,5,4,2,4,4,4,3,3,4,5,5,2,2,3,4,2,3,2,4,3,5,2,2
3927302099,4,4,3,3,4,4,3,4,3,4,2,2,2,4,3,3,4,4,3,4,3,4,3,3,3,4,4,2,4,2,4,4,4,3,4
3771015565,5,5,4,4,2,5,5,5,5,4,3,5,2,3,2,5,4,5,5,3,2,4,4,5,4,2,5,4,5,5,5,2,4,4,2
3497824506,4,3,4,2,4,2,2,4,3,4,2,2,2,4,2,2,4,4,2,2,4,4,2,4,2,4,3,4,4,2,2,4,4,4,4
3279312977,2,5,2,2,3,4,4,5,3,4,2,3,2,2,2,4,2,4,5,2,3,3,3,4,3,3,5,4,4,3,5,2,3,3,3
3388996332,3,3,3,3,2,1,2,3,1,3,1,1,1,2,2,2,4,4,1,1,1,3,2,3,2,2,4,2,2,2,2,2,4,2,1
3272161067,4,4,3,2,4,3,3,4,4,4,2,2,4,4,2,2,4,4,2,2,4,3,4,4,2,3,4,4,3,2,3,3,4,4,2
3316198240,5,4,2,2,1,4,4,4,4,4,4,4,2,4,2,4,2,4,4,4,2,1,2,4,2,2,4,2,4,4,4,2,2,2,2
3358378894,3,4,2,2,2,3,3,4,2,4,3,2,3,2,1,2,4,4,2,1,3,3,3,2,3,4,4,4,4,3,3,2,4,3,3
3382881255,3,4,2,2,2,4,2,4,4,4,2,4,2,4,2,2,3,4,4,2,4,2,4,4,2,1,4,2,4,4,4,2,5,4,2
3453934331,4,4,3,3,2,4,3,4,5,4,3,3,4,4,3,4,4,4,4,3,3,2,3,4,2,3,4,2,2,4,4,2,2,3,2
3208693225,3,3,2,4,2,5,3,3,4,3,1,2,4,5,2,4,4,4,4,3,5,2,5,5,5,1,3,2,4,4,3,3,3,5,3
3703403724,2,3,1,2,2,3,3,4,3,4,1,2,2,3,1,5,4,4,2,2,2,3,2,3,2,2,4,2,5,3,3,2,3,3,1
3470115511,4,4,4,2,4,3,1,4,5,5,2,2,4,4,2,4,5,4,3,2,3,2,4,4,2,4,2,4,3,4,4,2,2,4,2
3401031360,3,4,2,4,1,4,4,4,3,4,2,3,2,4,2,4,4,3,3,2,2,2,4,4,2,2,4,4,4,3,4,4,4,3,3
3661166007,4,5,4,4,2,4,3,4,4,4,3,3,4,3,2,4,4,4,4,3,4,2,4,4,3,2,4,2,4,4,4,3,3,4,2
3920921922,2,3,1,1,1,3,2,3,2,4,1,1,2,2,1,2,3,4,1,1,1,1,1,2,1,1,3,3,3,2,3,2,3,2,1
3335443937,2,3,3,2,2,3,2,3,4,4,2,2,3,2,2,2,4,3,2,2,4,3,4,2,3,2,2,4,3,2,2,3,4,4,2
3312571418,5,5,5,5,5,5,5,5,4,5,4,5,1,4,2,5,5,5,5,5,4,5,4,4,4,4,5,4,5,4,5,2,2,4,5
4389943231,2,4,3,2,2,3,4,4,4,2,2,2,2,2,2,3,3,3,2,3,2,2,3,3,3,3,4,3,4,3,4,3,3,4,2
3492366988,4,3,4,5,1,5,2,4,4,5,1,2,2,2,2,2,4,5,5,4,4,2,4,4,3,5,3,4,3,3,2,4,4,4,2
3382161024,4,5,5,5,5,5,4,5,5,5,4,4,5,5,4,4,5,5,4,4,4,4,4,5,5,4,4,4,4,5,5,2,4,5,4
3347892623,5,3,3,2,4,5,1,1,1,4,5,5,4,4,4,5,2,3,4,4,2,3,3,5,2,5,1,5,1,4,1,2,2,2,2
3427335142,3,5,2,1,1,3,4,5,1,2,3,1,2,4,1,5,1,3,3,3,1,1,1,1,1,3,5,1,5,2,5,2,4,1,1
3421843835,3,4,2,2,2,3,4,4,2,3,2,2,2,2,2,4,3,4,2,2,2,2,2,3,2,4,4,2,4,2,4,2,4,2,2
3802426721,4,4,5,2,3,4,2,4,5,5,2,4,5,5,4,2,5,5,4,4,5,2,4,4,4,2,4,4,4,5,2,4,4,4,2
3451263546,4,4,3,1,2,2,4,4,2,4,2,2,2,2,2,3,4,4,2,2,2,3,2,3,2,2,4,2,3,2,4,2,3,2,2
3911072456,2,4,1,2,2,1,3,4,2,3,2,1,2,2,2,2,3,3,2,2,2,3,2,3,2,4,4,1,2,2,3,2,3,2,3
3274685227,3,2,2,4,2,4,1,4,4,5,2,3,2,3,1,4,5,5,5,2,3,2,5,4,2,2,3,2,3,2,2,4,4,4,1
3913468055,3,5,4,3,3,4,5,5,3,4,2,2,3,3,2,4,3,4,2,2,4,3,3,4,3,3,5,4,5,3,5,2,4,4,3
3426894007,4,5,2,3,2,1,4,4,4,4,2,1,3,2,2,4,4,3,3,2,2,2,4,5,1,2,4,2,4,2,4,2,4,3,2
3317606566,4,4,4,5,4,5,3,4,5,5,3,4,5,5,3,4,5,5,3,3,5,4,5,4,4,3,3,4,3,5,4,3,4,5,3
3459300091,3,4,4,3,4,4,4,5,4,4,3,4,3,4,4,5,3,4,4,4,4,3,4,4,3,4,5,3,4,4,5,2,3,4,2
3396144039,2,5,2,1,2,1,4,4,1,4,4,2,1,2,1,3,2,3,2,2,1,2,1,2,2,3,4,3,4,2,4,3,4,2,2
3662879175,2,5,1,2,2,4,5,5,2,2,1,2,1,1,1,4,1,4,4,2,1,1,1,4,1,1,5,1,5,4,5,1,1,1,1
3318419640,4,4,4,4,2,4,4,5,2,5,4,4,3,2,3,5,4,5,4,4,4,4,2,4,4,2,5,3,3,5,4,2,3,4,2
3387752052,4,4,3,4,4,4,5,5,3,4,3,4,2,4,3,4,4,4,4,3,2,3,4,4,2,4,4,4,4,4,4,4,5,3,3
3716383664,2,4,1,3,1,3,2,4,3,4,1,4,4,4,1,4,4,5,3,1,1,2,4,3,1,1,4,3,3,3,3,2,4,2,2
3396105812,2,4,1,1,1,1,4,4,1,3,1,2,1,1,1,4,4,4,3,2,2,2,2,3,3,2,4,3,4,4,4,3,3,4,2
3479146532,3,1,4,1,2,1,1,1,3,4,3,2,2,3,2,2,4,3,1,2,2,2,3,2,1,2,1,2,1,2,1,3,4,2,3
3703103013,2,3,2,4,4,2,2,3,4,4,1,1,2,3,2,2,4,3,2,1,4,5,4,4,2,2,2,4,2,2,3,3,4,4,3
3349010634,2,5,4,5,3,5,5,5,5,3,3,4,3,2,3,5,4,5,5,3,3,3,3,4,3,3,5,3,5,5,5,5,4,4,3
