user_id,ius_1,ius_2,ius_3,ius_4,ius_5,ius_6,ius_7,ius_8,ius_9,ius_10,ius_11,ius_12
3665355105,2,4,3,2,3,3,3,2,1,2,1,2
3420798804,4,2,3,4,1,2,1,3,2,2,2,2
3383061603,2,1,2,1,1,1,1,2,1,1,1,1
3662125608,4,1,4,4,4,4,3,2,2,1,1,1
3392736399,2,3,3,2,1,2,2,2,2,1,2,2
3493224825,3,1,3,3,1,2,2,2,1,1,1,1
3246292649,5,4,5,5,5,5,5,5,5,5,5,3
3665244090,2,3,1,1,3,3,4,5,3,3,2,1
3389126365,5,5,4,5,5,5,5,5,5,4,5,4
3938867612,5,5,4,5,2,5,5,5,3,4,5,2
3407230127,2,2,2,2,3,2,5,1,1,1,1,1
3895730674,4,4,2,4,4,4,5,5,2,3,3,4
3663738920,4,3,5,5,5,5,5,4,2,4,4,5
3888185906,2,1,1,2,2,2,2,1,2,2,3,1
3395927320,3,4,2,2,1,2,2,3,1,1,1,1
3491070201,4,2,3,3,2,4,2,1,1,2,1,1
3334297641,3,2,2,3,1,3,2,1,1,3,1,1
3925598264,5,4,1,4,3,4,4,3,1,1,3,1
3331478533,2,2,1,3,2,1,2,4,4,2,4,2
3888281971,3,2,3,3,3,3,3,4,2,3,2,3
3421895411,3,2,1,2,1,1,2,1,1,1,1,1
3467014707,5,4,4,4,4,4,4,4,3,4,4,4
3277379787,2,3,3,3,2,2,1,3,2,2,2,2
3920884364,2,2,3,2,3,2,3,3,2,2,3,2
3662258943,2,2,3,4,5,2,1,1,1,3,1,1
3311506647,2,2,2,3,1,1,1,2,1,2,1,1
3928102467,3,3,3,4,3,4,3,4,2,3,2,2
3348921243,2,1,1,2,1,1,1,1,1,1,1,1
3423315515,2,1,1,1,2,2,1,3,1,1,1,1
3475648095,4,4,4,2,4,4,4,4,4,4,3,3
3318207859,4,3,4,4,4,4,3,4,3,4,3,3
3394341908,3,4,5,3,3,4,3,3,1,1,1,1
3490815665,2,1,2,3,2,2,1,1,1,2,1,1
3271273161,3,4,3,2,2,2,3,2,2,2,2,2
3493727344,1,1,2,2,1,1,1,2,1,1,1,1
3492432569,3,3,4,4,4,4,4,4,3,4,4,2
3311815277,5,5,5,4,5,5,5,4,2,5,2,5
3662895706,5,4,4,4,4,4,4,5,5,4,4,5
3669722811,5,4,2,3,3,5,2,2,1,2,3,1
3806823362,2,2,2,3,2,2,2,2,1,2,2,2
3703258744,4,4,3,2,3,4,3,1,1,2,1,2
3385930632,2,2,2,3,3,3,3,3,1,3,3,1
3467474349,2,4,3,4,1,4,5,4,1,2,3,1
3668615349,2,1,1,2,2,2,2,1,1,1,1,1
3493200977,2,1,1,2,1,1,2,1,1,1,1,1
3779569933,5,3,1,2,1,1,1,1,1,1,3,1
3887744678,4,2,1,2,2,3,2,4,3,3,2,2
3383928947,2,1,4,4,3,2,2,1,1,1,1,1
3472369691,5,3,2,2,3,4,4,5,3,4,4,1
3663995281,3,2,2,2,3,2,2,2,3,2,2,1
3313450012,4,2,2,2,1,2,1,2,1,1,2,1
3349104292,1,2,1,2,1,1,2,2,1,1,1,1
3895555996,2,3,1,3,4,1,2,2,1,1,1,1
3883816051,4,4,4,4,5,4,4,5,3,3,4,4
3477588121,2,4,2,4,2,2,2,5,4,3,2,4
3421018235,2,2,4,3,5,5,5,2,2,2,2,1
3280004109,2,4,1,4,1,3,2,3,2,1,2,1
3289189898,1,2,1,2,1,1,2,4,2,2,3,1
3428948629,4,2,4,5,4,4,3,2,1,2,1,1
3458886355,4,1,2,2,1,3,4,5,3,4,4,1
3881466599,4,3,3,5,4,4,4,5,5,4,5,3
3463723465,5,5,2,4,4,5,5,5,4,4,5,3
3342410340,3,4,2,4,3,4,3,4,2,3,2,1
3808941373,2,2,1,3,2,2,2,4,2,2,2,1
3314389060,2,2,1,1,1,2,1,1,1,1,1,1
3494236417,2,4,3,3,4,4,4,4,1,1,2,1
3336861167,4,4,3,4,2,4,4,4,3,1,4,1
3339582765,4,4,3,2,2,3,3,4,3,3,2,2
3391467959,3,3,3,4,2,2,2,5,4,2,3,3
3891217212,2,3,3,4,4,3,3,4,3,3,1,1
3505065648,4,2,1,1,1,3,3,3,2,2,2,1
3921884140,1,1,3,2,1,2,3,1,1,1,1,2
3483400286,5,2,2,4,3,4,4,4,2,3,3,1
3313233935,3,3,2,3,2,2,1,2,1,2,1,1
3664300311,3,2,3,3,4,4,3,4,3,4,4,2
3347443867,5,2,5,1,3,5,4,2,1,2,3,4
3247822380,4,3,5,5,3,3,4,3,2,3,2,3
3319425650,4,2,3,4,4,2,3,5,4,5,5,1
3465959424,1,1,1,1,1,1,1,1,1,1,1,1
3459372766,3,2,2,3,3,3,4,3,3,3,2,3
3334364444,4,2,4,3,2,4,3,5,4,3,4,3
3423734900,5,2,3,4,4,4,5,4,5,4,4,2
3386008212,2,2,1,2,2,2,3,4,4,2,4,1
3487202110,3,1,4,5,1,3,3,4,2,3,3,1
3891205133,5,5,1,2,1,4,4,5,3,3,3,2
3921625402,3,4,1,4,3,3,3,4,2,2,3,1
3450660188,3,2,1,1,2,2,1,1,1,1,1,1
3405320767,3,3,5,3,3,3,4,3,2,2,2,1
34601046526,3,2,4,3,3,2,4,2,2,2,4,4
3285486203,2,1,2,3,3,2,1,2,1,2,1,1
3382353432,3,3,1,2,3,3,3,3,1,1,2,2
3398621330,3,2,4,5,4,3,4,3,3,3,4,2
3347076857,1,1,1,4,3,1,3,4,3,1,1,1
3493865607,1,1,2,2,1,1,1,1,1,1,1,2
3420547059,4,4,5,5,4,4,3,5,5,5,5,2
3339880271,1,1,1,4,1,1,1,1,1,1,1,1
3337222747,5,5,5,5,5,5,5,5,5,5,5,5
3896211241,1,1,2,2,4,2,2,1,1,1,1,1
3667000898,4,2,2,5,2,2,2,3,4,2,1,1
3391627654,2,2,3,4,2,2,2,1,1,3,2,1
3406882472,2,2,3,2,2,2,3,1,1,2,1,2
3338029881,4,4,4,4,4,4,3,3,3,4,3,3
3931636103,2,3,2,3,2,2,2,2,1,2,1,1
3426549445,2,2,2,3,3,2,2,3,2,3,2,3
3463775011,4,2,1,2,2,2,2,3,1,2,2,1
3807607123,4,3,4,5,3,2,4,3,1,1,2,2
3927302099,3,2,2,3,2,3,2,4,4,3,4,2
3771015565,4,4,4,2,4,4,4,4,2,2,2,2
3497824506,4,4,4,4,3,3,2,3,2,3,3,3
3279312977,2,3,2,4,3,3,3,2,2,2,2,1
3388996332,3,2,2,1,2,2,2,3,2,2,2,1
3272161067,5,4,3,3,4,4,4,4,3,3,4,2
3316198240,2,2,3,2,2,3,2,1,1,1,1,1
3358378894,2,2,2,4,2,2,2,4,2,3,2,1
3382881255,5,4,3,3,3,4,3,3,2,3,2,2
3453934331,2,1,3,3,2,2,4,1,1,1,1,1
3208693225,1,2,1,2,2,1,2,2,3,1,2,2
3703403724,2,1,2,3,2,2,1,4,2,3,2,1
3470115511,4,4,4,2,4,4,4,4,5,3,4,5
3401031360,2,1,5,4,4,2,3,3,4,4,3,2
3661166007,3,3,3,4,4,3,4,4,2,3,3,2
3920921922,3,1,1,4,1,1,1,4,2,2,1,1
3335443937,2,2,3,2,2,4,4,3,4,3,4,4
3312571418,5,5,5,4,4,5,5,5,5,5,4,3
4389943231,4,4,3,3,2,3,3,2,2,3,2,2
3492366988,2,1,3,4,2,1,3,5,2,2,4,1
3382161024,4,3,2,3,2,5,1,2,3,3,1,1
3347892623,3,4,2,4,2,4,3,4,5,4,5,4
3427335142,3,1,1,4,2,3,1,1,1,1,1,1
3421843835,2,2,1,1,2,2,2,1,1,1,1,1
3802426721,4,4,4,5,4,4,5,4,1,2,1,3
3451263546,1,1,1,4,1,2,2,2,1,1,1,1
3911072456,2,2,4,4,2,2,3,2,3,2,2,1
3274685227,2,4,2,4,5,2,1,3,1,3,2,1
3913468055,4,2,3,2,3,3,3,2,2,2,1,1
3426894007,5,4,1,3,1,3,2,4,2,2,2,1
3317606566,5,5,4,4,5,5,5,5,3,4,5,4
3459300091,4,3,3,3,3,3,3,4,1,1,1,1
3396144039,2,2,2,2,1,3,2,2,1,1,1,1
3662879175,4,4,2,4,1,3,1,1,1,1,1,1
3318419640,3,2,5,4,4,3,4,5,3,4,2,1
3387752052,4,2,3,4,3,3,3,3,4,4,2,2
3716383664,2,4,3,4,5,4,4,5,4,4,3,3
3396105812,2,2,2,2,3,2,2,2,3,2,2,2
3479146532,1,2,2,2,1,1,1,2,1,2,1,1
3703103013,3,4,3,4,2,3,4,5,5,4,5,3
3349010634,4,3,5,4,5,5,5,3,1,1,1,1
3661375646,1,2,1,3,1,1,2,1,1,1,1,1
3401961300,4,1,5,4,4,4,3,3,1,1,2,1
3283564346,3,2,1,5,2,1,2,4,2,2,1,1
3483232737,4,2,2,3,3,3,3,4,3,1,4,1
3772765464,1,2,3,3,1,2,2,2,1,2,1,2
3456115892,5,5,4,5,5,3,2,2,1,1,5,1
3428976733,3,4,3,2,4,4,4,4,1,3,3,1
3394466675,2,2,1,1,2,2,1,4,4,3,1,1
3311032316,2,1,2,3,3,2,2,3,2,2,3,1
3478294460,3,4,5,3,5,4,4,2,2,2,3,1
3395963552,2,1,3,4,4,3,4,3,2,4,4,3
3333672280,4,4,2,4,4,4,4,5,5,4,5,2
3664548042,4,4,3,2,2,4,2,2,1,2,2,1
3282753348,4,3,2,4,3,2,1,2,1,2,2,2
3420200692,2,1,3,3,3,2,3,3,2,3,3,2
3397350077,1,1,1,2,2,1,1,2,1,2,1,1
3483195353,3,2,2,4,3,4,4,4,4,4,4,3
3336930797,3,3,3,4,4,3,4,4,2,4,1,1
3317545421,2,1,1,1,1,2,1,1,1,1,1,1
3467559184,3,3,2,3,2,2,2,3,1,2,2,2
3342177251,1,1,3,1,3,1,3,1,3,2,1,1
3334971564,3,4,4,4,4,4,3,3,2,3,3,3
3311919255,3,2,4,3,4,2,2,2,1,2,2,2
3489927284,4,4,4,2,4,4,4,4,2,3,3,3
3458983574,4,3,2,5,2,3,2,3,1,1,2,2
3337487200,4,1,1,3,1,2,3,2,1,1,2,1
3892305104,3,2,1,3,1,4,4,2,1,2,2,3
3341420106,2,2,4,4,4,4,4,4,3,4,3,3
3497763400,3,3,1,2,1,2,1,2,2,2,2,2
33783670400,2,2,1,2,2,2,2,1,2,2,1,1
3925461159,4,5,5,5,5,5,5,5,5,4,5,5
3401662999,4,3,3,4,3,4,5,5,2,3,4,2
3403943604,3,4,2,2,2,4,4,5,3,4,2,2
3806950650,2,2,3,4,3,2,2,3,1,1,1,1
3883746006,4,3,4,3,4,4,4,4,3,3,3,2
3473918493,4,3,2,4,3,4,4,1,1,1,1,2
3485956383,2,2,2,4,2,2,1,1,2,3,2,1
3401270582,2,2,3,2,2,2,2,2,1,2,1,1
3478840406,2,3,3,3,2,4,3,4,3,3,3,2
3920224683,2,2,3,4,4,2,2,4,2,5,3,2
3318067046,1,2,1,1,2,1,2,3,3,2,3,3
3387517461,3,1,2,5,5,1,1,4,2,5,5,1
3667272818,2,1,3,3,3,2,3,4,1,3,1,1
3339796982,5,5,3,5,5,5,5,5,4,5,2,1
3774219750,3,4,3,3,4,4,4,2,1,2,1,1
3402664341,4,2,3,4,4,4,4,3,1,1,1,1
3343693017,3,4,4,4,4,4,4,3,2,3,2,2
3427812776,4,3,3,4,3,4,4,2,3,2,2,1
3311514507,2,2,1,3,3,2,3,4,4,3,5,1
3663707404,3,2,1,4,2,3,3,4,2,3,3,3
3347117521,2,2,1,2,2,2,2,3,1,1,2,1
3314994466,1,3,2,1,3,2,3,3,1,3,3,2
3334542104,1,2,2,3,1,1,1,3,1,1,2,1
3452198846,2,1,2,2,1,2,1,2,1,1,1,1
3384230549,2,1,3,2,3,1,3,1,1,2,1,1
3935500366,2,2,3,5,2,2,1,2,2,2,1,1
3664904129,4,4,4,4,3,4,4,4,4,4,2,2
3333087407,2,1,3,1,3,2,2,2,2,1,1,1
3388833022,5,2,3,3,2,2,2,2,3,2,2,2
3486981778,2,2,1,5,3,2,2,5,2,2,2,1
3313224759,5,4,1,5,1,5,4,5,5,4,5,5
